id,instance,anger,disgust,fear,joy,sadness,surprise,VADER_neg,VADER_neu,VADER_pos,VADER_compound,TextBlob_polarity,TextBlob_subjectivity,AFINN
966,'Housewives' star Marcia Cross on bed rest,0,0,4,0,25,16,0.0,1.0,0.0,0.0,0.0,0.0,0.0
967,Blog: Here come the Globes!,0,0,0,49,0,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0
968,Greek police hunt embassy attackers,48,2,22,4,13,0,0.481,0.519,0.0,-0.5719,0.0,0.0,0.0
969,Apple warns iTunes users to wait on Vista,0,0,5,0,12,21,0.167,0.833,0.0,-0.1027,0.0,0.0,-2.0
970,Tsunami fears ease after quake,0,0,79,13,13,0,0.337,0.361,0.301,-0.0772,0.0,0.0,2.0
971,China considers Eurobond reserves,0,0,7,30,0,13,0.0,1.0,0.0,0.0,0.0,0.0,0.0
972,Underarm bowls them over,0,5,0,6,0,14,0.0,1.0,0.0,0.0,0.0,0.0,0.0
973,At least 130 die as blast levels Baghdad market,24,17,69,0,90,17,0.328,0.672,0.0,-0.5994,-0.3,0.4,-3.0
974,New McCain team made attack ads he once faulted,19,13,19,0,15,16,0.44,0.56,0.0,-0.6705,0.13636363636363635,0.45454545454545453,-1.0
975,Deaths as bird flu flares in Asia,0,0,79,0,60,12,0.302,0.698,0.0,-0.3818,0.0,0.0,-4.0
976,"Hamas, Fatah leaders pledge to meet until they reach agreement",0,0,10,50,0,15,0.0,0.65,0.35,0.5106,0.0,0.0,2.0
977,Officers had 'rapport' with alleged abductor,35,41,16,0,23,21,0.0,1.0,0.0,0.0,-0.1,0.1,0.0
978,No e-Book for Harry Potter VII,2,0,3,8,37,11,0.306,0.694,0.0,-0.296,0.0,0.0,-1.0
979,Review: Nokia 5300 Xpress Music,0,0,0,20,0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0
980,'Can't do this anymore'? Not Jack,0,0,0,3,0,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0
981,Black hole triplets spotted,0,0,11,17,0,42,0.0,1.0,0.0,0.0,-0.16666666666666666,0.43333333333333335,0.0
982,Israel weighs old city project webcast,4,0,6,13,1,23,0.0,1.0,0.0,0.0,0.1,0.2,0.0
983,Indonesian bird flu deaths hit 61,0,0,58,0,86,16,0.342,0.658,0.0,-0.3818,0.0,0.0,-4.0
984,Somali refugees cut off from aid,14,0,16,1,73,15,0.296,0.704,0.0,-0.2732,0.0,0.0,-1.0
985,Microsoft downplays Vista speech-recognition hack,3,0,7,17,11,3,0.0,1.0,0.0,0.0,0.0,0.0,2.0
986,Next island hot spot: St. Lucia,0,0,0,49,0,15,0.0,1.0,0.0,0.0,0.125,0.42500000000000004,0.0
987,Italy to hold no-show trial of Bronx GI in Iraq slay,28,21,25,17,17,15,0.0,1.0,0.0,0.0,0.0,0.0,-1.0
988,Rescued boys parents hail 'miracle',0,0,11,73,10,17,0.0,0.423,0.577,0.4767,0.0,0.0,8.0
989,Canadians tracked in child porn ring,50,58,18,17,19,22,0.0,1.0,0.0,0.0,0.0,0.0,0.0
990,Teen hacks Venezuelan government Web sites,27,0,14,0,13,44,0.0,1.0,0.0,0.0,0.0,0.0,0.0
991,"Russia plans new ICBMs, nuclear subs",18,0,61,0,21,15,0.0,1.0,0.0,0.0,0.13636363636363635,0.45454545454545453,0.0
992,Gere cheers sex workers in AIDS fight,1,8,10,34,7,18,0.243,0.467,0.29,0.128,0.0,0.0,1.0
993,Study: Male sweat causes female hormones to rise,0,11,0,17,0,59,0.0,1.0,0.0,0.0,0.0,0.13333333333333333,1.0
994,Collision on icy road kills 7,4,0,47,0,85,1,0.667,0.333,0.0,-0.7184,-0.1,0.1,-5.0
995,Surprise: China cuts price of gas,0,0,5,54,0,42,0.265,0.482,0.253,-0.0258,0.0,0.0,-1.0
996,What the Godfather of Soul meant to me,0,0,0,15,9,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
997,New Mars orbiter spots Pathfinder landing site,0,0,0,48,0,18,0.0,1.0,0.0,0.0,0.13636363636363635,0.45454545454545453,0.0
998,Mass Venezuela opposition rally,27,0,15,14,3,16,0.0,1.0,0.0,0.0,0.0,0.0,0.0
999,Glamour -- and 'Borat' -- at Golden Globes,0,6,0,60,0,13,0.0,0.673,0.327,0.5267,0.3,0.5,0.0
1000,Terror officials see Al Qaeda chiefs regaining power,13,11,86,0,16,3,0.327,0.673,0.0,-0.5267,0.0,0.0,-3.0
1001,"Ivrea journal: In Italian town, a civics lesson from pelting neighbors",0,5,0,3,0,25,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1003,Princess and heir of Franz Ferdinand fights to repeal a law and gain a castle,33,3,8,39,0,16,0.158,0.643,0.199,0.1779,0.0,0.0,2.0
1004,"A film star in Kampala, conjuring aminos ghost",0,0,29,9,0,22,0.277,0.723,0.0,-0.3182,0.0,0.0,-1.0
1005,Militants attack U.S. base in Iraq,37,9,84,0,26,2,0.383,0.617,0.0,-0.4767,-0.8,1.0,-1.0
1006,North Africa feared as staging ground for terror,18,17,88,0,23,7,0.524,0.476,0.0,-0.765,0.0,0.0,-3.0
1007,"Iran says Sunnis, using Pakistan as base, planned fatal bombing",19,9,83,0,16,16,0.28,0.72,0.0,-0.5423,-0.8,1.0,-3.0
1008,Anglicans rebuke U.S. branch on same-sex unions,23,15,12,0,17,12,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1009,Homemade bombs kill 65 on Indian train,23,10,60,0,94,21,0.439,0.561,0.0,-0.6908,0.0,0.0,-3.0
1010,Al Qaeda chiefs are seen to regain power,15,8,82,0,20,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1011,Chvez threatens to jail violators of price controls,53,1,45,5,2,13,0.478,0.522,0.0,-0.6705,-0.1,0.0,-2.0
1012,Bush declares Iran's arms role in Iraq is certain,24,3,53,0,27,14,0.0,0.792,0.208,0.2732,0.21428571428571427,0.5714285714285714,1.0
1013,Accord on North Korea is announced,0,0,5,60,0,12,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1014,U.S. says powerful Iraqi cleric is living in Iran,9,0,40,0,6,15,0.0,0.741,0.259,0.4215,0.3,1.0,2.0
1015,"Baghdad plan is a success, Iraq prime minister tells Bush",14,15,17,45,16,17,0.0,0.684,0.316,0.5719,0.3,0.0,2.0
1017,"Dispute over Iraqi cleric, said to have gone to Iran",29,2,28,0,2,22,0.231,0.769,0.0,-0.4019,0.0,0.0,-2.0
1018,Planning seen in Iraqi attacks on U.S. copters,29,2,54,0,37,27,0.293,0.707,0.0,-0.4404,0.0,0.0,-1.0
1019,"In the world of life-saving drugs, a growing epidemic of deadly fakes",15,16,48,15,62,34,0.207,0.667,0.126,-0.2732,-0.2,0.4,-5.0
1020,Basics: a mammal in winter with a furnace of her own,0,0,0,20,0,36,0.0,1.0,0.0,0.0,0.6,1.0,0.0
1021,"Books on science: The problems in modeling nature, with its unruly natural tendencies",0,0,7,0,8,12,0.167,0.679,0.154,-0.0516,0.1,0.4,-1.0
1022,Believing scripture but playing by science's rules,0,0,0,8,0,26,0.0,0.732,0.268,0.296,0.0,0.0,0.0
1023,"A familiar and prescient voice, brought to life",0,0,0,64,0,18,0.0,1.0,0.0,0.0,0.375,0.5,0.0
1024,Findings : A cool $25 million for a climate backup plan,15,15,16,25,16,28,0.0,0.753,0.247,0.3182,0.35,0.65,1.0
1025,Call it serendipity: a missing piece of Washington's war tent is found,2,0,3,52,4,37,0.404,0.596,0.0,-0.7269,-0.2,0.05,-4.0
1026,"Free Will: Now you have it, now you don't",4,0,14,0,16,27,0.0,0.708,0.292,0.5106,0.4,0.8,1.0
1027,Archaeologists find signs of early chimps' tool use,0,0,2,23,0,64,0.0,1.0,0.0,0.0,0.1,0.3,0.0
1028,Wizardry at Harvard: physicists move light,0,0,2,31,0,64,0.0,1.0,0.0,0.0,0.4,0.7,0.0
1029,The summit - a slap in the face of the Palestinians,18,34,17,0,32,9,0.0,0.833,0.167,0.1531,0.0,0.0,0.0
1030,Moscow says Palestine-Israeli contacts key to Mideast peace,4,2,4,37,17,8,0.0,0.667,0.333,0.5423,0.0,1.0,2.0
1031,Mideast summit edns with little progress,8,8,9,12,36,1,0.0,0.666,0.334,0.3626,-0.1875,0.5,2.0
1032,India decries 'an act of sabotage',34,12,40,0,28,20,0.405,0.595,0.0,-0.5267,0.0,0.0,-2.0
1033,Pakistan-India peace talks planned despite bombings,4,4,24,58,18,22,0.0,0.588,0.412,0.5423,0.0,0.0,2.0
1034,"Czechs, Poles get missile warning",11,4,68,0,6,23,0.375,0.625,0.0,-0.34,0.0,0.0,-3.0
1035,Russia warns US against missile bases in East Europe,48,13,53,0,0,0,0.149,0.851,0.0,-0.1027,0.0,0.0,-2.0
1036,"Cheney starts visit to Japan, Australia",0,0,0,5,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1037,China: Cheney shores up the trilateral alliance,12,12,15,24,13,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1038,Iraq insurgents attack US base,27,3,64,0,26,9,0.437,0.563,0.0,-0.4767,-0.8,1.0,-1.0
1039,US soldiers die in day of violence,32,14,28,0,89,0,0.615,0.385,0.0,-0.8402,0.0,0.0,-6.0
1040,Iraqi suicide attack kills two US troops as militants fight purge,28,16,54,0,69,8,0.662,0.338,0.0,-0.9287,0.0,0.0,-7.0
1041,Iran reneges on nuclear payments to Russia,21,14,30,0,6,15,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1042,Top Colombia official resigns,4,0,11,8,31,19,0.377,0.328,0.295,-0.128,0.5,0.5,1.0
1043,Colombia FM resigns after relatives' arrests for militia links,15,12,34,14,35,31,0.426,0.574,0.0,-0.6369,0.0,0.0,-3.0
1044,Foreign minister of Colombia quits in scandal,7,25,14,25,21,23,0.326,0.674,0.0,-0.4404,-0.125,0.125,-3.0
1045,New Zealand unlikely to allow crippled Japanese whaler,11,1,5,8,35,14,0.0,0.787,0.213,0.2263,-0.12121212121212122,0.3181818181818182,0.0
1046,Damaged Japanese whaling ship may resume hunting off Antarctica,11,10,20,30,31,12,0.266,0.734,0.0,-0.4404,0.0,0.0,-3.0
1047,Japanese whaling ship won't accept help,6,18,7,0,12,15,0.526,0.474,0.0,-0.5334,0.0,0.0,6.0
1048,Iran top N-envoy heads for Vienna for nuke talks,2,0,22,29,11,11,0.0,0.816,0.184,0.2023,0.5,0.5,2.0
1049,Victims of Air India still wait for justice,49,17,15,0,54,17,0.197,0.513,0.291,0.2732,0.0,0.0,-1.0
1050,Kanishka bombing case: Inquiry judge threatens to quit,23,25,20,0,12,13,0.271,0.729,0.0,-0.3818,0.0,0.0,-2.0
1051,Judge threatens to shut down Air-India inquiry,46,2,14,0,16,11,0.302,0.698,0.0,-0.3818,-0.15555555555555559,0.2888888888888889,-2.0
1052,Royal rescues presidential hopes with commanding performance,0,0,3,42,0,20,0.0,0.495,0.505,0.6249,0.0,0.0,4.0
1053,Royal seeks to revive French bid,0,0,0,16,0,3,0.0,0.676,0.324,0.34,0.0,0.0,2.0
1054,Sarkozy comfort zone offers a royal opportunity,0,0,0,41,0,14,0.0,0.43,0.57,0.6486,0.1,0.0,4.0
1055,"Hicks first in line for trial, Bush says",9,2,12,1,12,10,0.0,1.0,0.0,0.0,0.25,0.3333333333333333,0.0
1056,Australia tells Bush to speed up Guantanamo trial,26,17,19,27,20,36,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1057,Howard presses Bush on terror suspect,15,6,48,12,14,17,0.583,0.417,0.0,-0.6808,0.0,0.0,-4.0
1058,France ends toxic alert at Canadian embassy in Paris,0,0,36,35,0,12,0.0,0.784,0.216,0.296,0.0,0.0,-4.0
1059,Paris police investigate package at Canadian embassy,6,4,37,8,12,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1060,False alarm at Canadian embassy in Paris,2,19,23,16,3,9,0.286,0.714,0.0,-0.34,-0.4000000000000001,0.6,-3.0
1061,Afghan forces retake town that was overrun by Taliban,16,7,37,44,14,18,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1062,Taliban seize rural district in southwest as police flee,27,12,51,0,41,19,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1063,Afghan poppy war alienates farmers,10,0,33,0,43,6,0.494,0.506,0.0,-0.5994,0.0,0.0,-2.0
1064,Will North Korea honor pledge this time?,0,5,12,14,1,11,0.0,0.652,0.348,0.4939,0.0,0.0,2.0
1065,Kim Jong-il bans Japanese cars in North Korea,18,15,8,0,17,35,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1066,Iran vs. North Korea: not all enemies are equal,26,9,24,0,12,0,0.0,0.753,0.247,0.3875,0.0,0.25,-2.0
1067,Catholic archbishop outlines Anglican merger hopes,0,0,0,26,0,19,0.0,0.641,0.359,0.4215,0.0,0.1,2.0
1068,Anglican and Catholic churches could merge,0,0,0,40,0,27,0.0,1.0,0.0,0.0,0.0,0.1,0.0
1069,US helicopter crash kills 8 troops in Afghanistan,15,15,32,0,91,2,0.554,0.446,0.0,-0.7351,0.0,0.0,-5.0
1070,Eight US soldiers killed in Zabul helicopter crash,15,16,18,0,90,2,0.545,0.455,0.0,-0.802,-0.2,0.0,-5.0
1071,Arroyo lauds passage of anti-terror bill,2,0,8,52,1,14,0.0,1.0,0.0,0.0,0.0,0.0,-4.0
1072,House passes anti-terrorism measure Manila,2,2,5,49,1,15,0.0,1.0,0.0,0.0,0.0,0.0,-1.0
1073,Livingstone's transport empire may extend,0,0,9,37,0,9,0.0,0.702,0.298,0.1779,0.0,0.0,1.0
1074,"London is pace-setter on congestion toll, says mayor",5,3,7,27,10,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1075,Protest greets congestion charge's westward push,16,11,9,15,8,2,0.263,0.526,0.211,-0.1027,0.0,0.0,-1.0
1076,"Thailand attacks kill three, injure 70",22,10,42,0,76,16,0.655,0.345,0.0,-0.8225,0.0,0.0,-4.0
1077,Thai Govt moves to smooth over relations with south,0,0,2,43,2,15,0.0,1.0,0.0,0.0,0.4,0.5,0.0
1078,Bombings say Muslim rebels won't negotiate,48,15,49,0,26,15,0.265,0.735,0.0,-0.2023,0.0,0.0,1.0
1079,Roots of autism more complex than thought,0,0,15,1,25,45,0.0,1.0,0.0,0.0,0.1,0.45,0.0
1080,Largest ever autism study identifies two genetic culprits,0,0,12,16,21,30,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1081,Canadian breakthrough offers hope on autism,0,0,6,48,10,18,0.0,0.633,0.367,0.4404,0.1,0.0,5.0
1082,Beware of peanut butter pathogens,0,0,37,6,17,16,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1083,Experts offer advice on salmonella,0,0,23,24,2,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1084,Experts issue new heart disease guidelines for women,0,0,16,37,24,16,0.0,1.0,0.0,0.0,0.13636363636363635,0.45454545454545453,-1.0
1085,"For women, aspirin a day could keep stroke away",0,0,7,41,6,21,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1086,High cholesterol raises stroke risk healthy women,0,0,45,0,17,23,0.214,0.51,0.276,0.1531,0.33,0.52,0.0
1087,Cooked chicken breasts join tainted-food recalls,16,4,44,30,13,21,0.0,0.694,0.306,0.296,-0.6,0.95,-1.0
1088,Ready to eat chicken breasts recalled due to suspected listeria,16,5,52,30,16,28,0.153,0.645,0.202,0.1531,-0.17499999999999996,0.6083333333333333,-1.0
1089,Fully-cooked chicken strips recalled,10,3,19,14,16,43,0.0,1.0,0.0,0.0,-0.6,0.95,0.0
1090,Committee debates cancer vaccine plan,3,0,10,15,11,32,0.524,0.476,0.0,-0.6597,0.0,0.0,-1.0
1091,Stop cancer with a shot,0,0,4,41,9,25,0.767,0.233,0.0,-0.765,0.0,0.0,-2.0
1092,1 mln birds to be vaccinated from bird flu near Moscow,0,0,19,42,5,34,0.224,0.776,0.0,-0.3818,0.1,0.4,-2.0
1093,Thousands tested after Russian H5N1 outbreak,0,0,61,23,26,5,0.0,1.0,0.0,0.0,0.0,0.0,-2.0
1094,"Russian bird flu outbreak is deadly ""Asian strain""",0,0,71,0,18,22,0.388,0.612,0.0,-0.4215,0.0,0.0,-7.0
1095,Bernard Matthews to lay off up to 500 workers,15,10,20,0,64,38,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1096,Matthews lays off 130 turkey workers,13,12,17,0,53,29,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1097,Reopening bird flu-hitfactory ignores risks - poultryman,28,11,51,1,16,14,0.512,0.488,0.0,-0.4939,0.0,0.0,-5.0
1098,Goodbye to girlhood,0,0,7,0,21,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1099,Media cited for showing girls as sex objects,50,45,12,14,29,15,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1100,Sexualisation 'harms' young girls,23,16,11,0,19,6,0.0,1.0,0.0,0.0,0.1,0.4,-2.0
1101,A shot in the arm,0,0,53,0,9,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1102,Thousands line up to get late flu shots,2,0,41,25,6,9,0.271,0.729,0.0,-0.3818,-0.3,0.6,-2.0
1103,King county offering some free flu vaccines,0,0,9,49,5,23,0.239,0.459,0.303,0.1779,0.4,0.8,-1.0
1104,Bush vows cooperation on health care,0,7,10,60,10,0,0.0,0.61,0.39,0.4939,0.0,0.0,2.0
1105,Health returns as hot issue in '08 race,0,2,8,39,3,15,0.0,1.0,0.0,0.0,0.25,0.8500000000000001,0.0
1106,Small-business owners find Bush health plan appealing,0,0,0,58,0,14,0.0,1.0,0.0,0.0,0.5,0.5,2.0
1107,Pediatricians say more cord blood is needed now,0,0,23,0,12,13,0.0,1.0,0.0,0.0,0.5,0.5,0.0
1108,Whether to save cord blood can be puzzle for parents,0,0,13,8,0,29,0.0,0.738,0.262,0.4939,0.0,0.0,2.0
1109,Retinal implant helping blind people see again,0,0,0,80,2,24,0.273,0.505,0.222,-0.128,-0.5,0.6666666666666666,1.0
1110,"Indonesia ""will not share"" flu samples",18,18,11,0,30,39,0.234,0.496,0.271,0.0762,0.0,0.0,-1.0
1111,Health Canada issues advice on canned tuna,0,0,26,26,0,16,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1112,Cholesterol link in diabetes study,0,0,22,13,28,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1113,Pig cells hope for diabetes cure,0,0,3,35,2,38,0.0,0.633,0.367,0.4404,0.0,0.0,2.0
1114,Sick hearts switch on a fetal gene,0,0,14,9,25,29,0.398,0.602,0.0,-0.5106,-0.7142857142857143,0.8571428571428571,-2.0
1115,Foetal mechanism helps heart failure,0,0,22,24,15,38,0.489,0.222,0.289,-0.2023,-0.3166666666666667,0.3,0.0
1116,"Planned cesareans not risk-free, group warns",0,0,61,0,15,11,0.0,0.794,0.206,0.0762,-0.2,0.6,-3.0
1117,Scientists tout cocoa's health benefits,0,0,0,60,0,20,0.211,0.423,0.366,0.2732,0.0,0.0,0.0
1118,Feeding your brain: new benefits found in chocolate,0,0,0,70,0,35,0.0,0.729,0.271,0.3818,0.13636363636363635,0.45454545454545453,2.0
1119,Some cocoa may improve brain blood flow,0,0,0,71,0,41,0.0,0.674,0.326,0.4404,0.0,0.0,2.0
1120,Lawyer for deceased Nazi-era collaborator Papon vows to bury him,23,12,16,16,22,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1121,"Cocoa could be antidote to age-related diseases, says new study",0,0,2,66,2,45,0.0,1.0,0.0,0.0,0.13636363636363635,0.45454545454545453,-1.0
1122,China denies reports of North Korean apology,13,3,11,0,20,23,0.311,0.556,0.133,-0.3818,0.0,0.0,-3.0
1123,Hungarian opposition calls for vote after violence escalates,38,17,33,0,14,7,0.369,0.631,0.0,-0.6249,0.0,0.0,-3.0
1124,AU regrets Sudan's expulsion of UN envoy,16,17,10,0,39,10,0.294,0.706,0.0,-0.3612,-0.1,0.2,-2.0
1125,Bush officials: no big move in Iraq plan,20,13,24,0,19,0,0.239,0.761,0.0,-0.296,0.0,0.1,0.0
1126,Opponent is put on the spot over remarks about Clinton,4,7,0,13,0,17,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1127,House ethics panel talks to Hastert aide,0,0,0,29,0,12,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1128,BellSouth says profit rises 30% on cingular earnings,0,0,0,57,0,15,0.0,0.707,0.293,0.4404,0.0,0.0,3.0
1129,Enron boss gets 24-year sentence,18,18,5,14,35,17,0.0,0.755,0.245,0.0772,0.0,0.0,-2.0
1130,Sony apologizes for battery recall,4,8,4,20,13,10,0.0,0.615,0.385,0.3612,0.0,0.0,-1.0
1131,Google unveils do-it-yourself search engine,0,0,0,42,0,38,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1132,Firefox 2.0 hits the Web,0,0,0,54,0,17,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1133,Oracle World opens with Dell unveiling AMD-powered computers,0,0,0,56,0,22,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1134,Seahawks' QB Hasselbeck out 2-4 weeks,0,0,0,6,31,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1135,Marathon winner released from hospital,0,0,3,63,7,4,0.0,0.513,0.487,0.5859,0.0,0.0,4.0
1136,Punter charged with stabbing asks to live outside state,46,18,17,0,25,24,0.184,0.816,0.0,-0.2023,-0.15454545454545454,0.45,-3.0
1137,Allmendinger joining Toyota team in NASCAR,0,0,0,47,0,14,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1138,Trying to assess the damage in Cleveland,0,0,6,0,38,2,0.348,0.652,0.0,-0.4939,0.0,0.0,-3.0
1139,Bryant's boot may have salvaged Bucs' season,0,0,0,39,0,17,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1140,This week in auto racing October 27 - October 29,0,0,0,2,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1141,Merriman violation stuns ex-teammate,6,13,9,0,15,35,0.508,0.317,0.175,-0.4767,0.0,0.0,-2.0
1142,Bruce revells in upset,14,0,0,0,14,8,0.464,0.536,0.0,-0.3818,0.0,0.0,-2.0
1143,Steelers' Roethlisberger has concussion,0,0,4,0,62,12,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1144,Arthurs upsets Robredo in first round at the St. Petersburg Open,10,0,0,22,15,29,0.2,0.8,0.0,-0.3612,0.016666666666666663,0.41111111111111115,-2.0
1145,Mbeki: 2010 World Cup Planning on Track,0,0,0,35,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1146,Clinical Everton show Moyes means business,0,0,0,12,0,8,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1147,MS Adds Office 2007 to Vista Coupon Program,0,0,0,42,0,22,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1148,One search does not fit all,0,3,0,0,9,10,0.297,0.703,0.0,-0.2755,-0.2,0.4,1.0
1149,Apple's dark secret? The 39% claim,4,0,4,0,9,23,0.0,1.0,0.0,0.0,-0.275,0.55,0.0
1150,Bad weather cancels men's downhill,0,0,5,2,51,12,0.643,0.357,0.0,-0.6597,-0.6999999999999998,0.6666666666666666,-4.0
1151,Cool millions for YouTube founders,0,0,0,67,0,18,0.0,0.635,0.365,0.3182,0.35,0.65,1.0
1152,"London market a shopping, dining haven",0,0,0,49,0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1153,'Jackass' star marries childhood friend The secrets people reveal,0,0,0,52,0,29,0.0,0.714,0.286,0.4939,-0.5,0.9,-3.0
1154,Audio Slide Show: A love story lasting 61 years,0,0,0,68,0,30,0.0,0.625,0.375,0.6369,0.25,0.3,3.0
1155,Microsoft to release next generation phone,0,0,0,51,0,33,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1156,Body Shop's Roddick has Hepatitis C,0,0,18,0,48,43,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1157,Teen allegedly armed by mom turns self in,8,7,38,6,25,38,0.0,1.0,0.0,0.0,-0.05,0.05,0.0
1158,Oxfam: action needed for Chad,0,0,1,11,0,8,0.0,1.0,0.0,0.0,0.1,0.1,0.0
1159,Violence continues at disputed holy site,31,2,31,0,38,2,0.619,0.381,0.0,-0.7579,0.0,0.0,-5.0
1160,Storm leaves behind major travel troubles,7,0,33,0,53,6,0.375,0.625,0.0,-0.4588,-0.16875,0.6,-2.0
1161,3 U.S. troops killed hunting weapons cache,13,2,30,0,74,1,0.649,0.351,0.0,-0.8126,-0.2,0.0,-3.0
1162,China's 'Friends' highlights Web freedoms,4,5,6,48,8,16,0.0,0.645,0.355,0.296,0.0,0.0,2.0
1163,NATO: Afghanistan peace 'by 2009',0,0,11,67,17,19,0.0,0.533,0.467,0.5423,0.0,0.0,2.0
1164,Alaska's northern lights captivate Japanese,0,0,0,52,0,28,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1165,Smith can't be buried until hearing,13,16,0,0,59,21,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1166,Spacewalker sets new U.S. record,0,0,0,67,0,23,0.0,1.0,0.0,0.0,0.13636363636363635,0.45454545454545453,0.0
1167,Fortune: India the Superpower? Think again,0,2,12,22,8,46,0.0,1.0,0.0,0.0,0.0,0.0,2.0
1168,Kerry blasts 'escalation of misguided war',44,17,29,16,28,16,0.438,0.562,0.0,-0.5994,0.0,0.0,-2.0
1169,Anna Nicole claimant: A prince of a guy?,0,0,0,1,22,27,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1170,'Ronnie' and Eto'o hug and make up,0,0,0,52,0,8,0.0,0.659,0.341,0.4767,0.0,0.0,2.0
1171,Best of the Chicago Auto Show,0,0,0,40,0,11,0.0,0.543,0.457,0.6369,1.0,0.3,3.0
1172,"'Grey's,' 'Betty,' 'Scrubs' get boost",0,0,0,51,0,11,0.0,0.597,0.403,0.4019,-0.05,0.1,0.0
1173,Massive mud traps dozens of families,6,0,56,0,76,32,0.0,1.0,0.0,0.0,0.0,1.0,-1.0
1174,"Edwards blogger quits, becomes journalistic martyr",0,0,14,8,34,40,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1175,Town packs gym to mourn 10 killed in fire,4,0,20,0,82,10,0.618,0.382,0.0,-0.8658,-0.2,0.0,-7.0
1176,Spain ahead although Nadal is out,0,0,7,46,7,28,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1177,ECB holds rates at 3.5 percent,0,0,0,18,0,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1178,Iran rejects US claims of supplying weapons in Iraq,27,15,34,10,18,9,0.466,0.534,0.0,-0.7269,0.0,0.0,-1.0
1179,Jakarta begins disinfection,0,0,18,44,6,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1180,"Rowling 'heartbroken,' 'euphoric' at 'Potter's' end",0,0,2,22,44,15,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1181,Apple revs up Mac attacks on Vista,5,26,5,12,11,23,0.326,0.674,0.0,-0.4404,0.0,0.0,-1.0
1182,Fear hinders black marrow donation,0,0,51,0,42,11,0.444,0.556,0.0,-0.4939,-0.16666666666666666,0.43333333333333335,0.0
1183,Texan allegedly joined Somalia rebel plot,45,9,19,0,30,29,0.242,0.758,0.0,-0.1531,-0.1,0.1,-2.0
1184,"U.S. to allow 7,000 Iraqi refugees",4,0,12,33,14,28,0.0,0.725,0.275,0.2263,0.0,0.0,1.0
1185,Japan: Whaling activists 'terrorists',29,22,43,12,10,5,0.0,1.0,0.0,0.0,0.0,0.0,-2.0
1186,'Hannibal' bites the big one,0,2,13,5,0,28,0.0,1.0,0.0,0.0,0.0,0.1,1.0
1187,Women protest Pakistan demolition,36,26,13,0,26,31,0.4,0.6,0.0,-0.25,0.0,0.0,-2.0
1188,Wii news for gamers,0,0,0,43,0,32,0.0,1.0,0.0,0.0,0.0,0.0,0.0
